60624,4096,2841
60576,4096,2823
80516,4096,3735
36572,2048,1923
80440,4096,3738
78916,4096,3664
60532,4096,2820
35724,2048,1835
56320,4096,2576
71856,4096,3309
76744,4096,3531
51296,4096,2338
36160,2048,1881
69940,4096,3175
76440,4096,3529
27124,2048,1407
27564,2048,1442
80328,4096,3748
71628,4096,3310
113072,8192,4716
76892,4096,3531
36440,2048,1890
71984,4096,3351
36244,2048,1885
76704,4096,3550
80284,4096,3728
36252,2048,1897
60484,4096,2825
60472,4096,2836
60516,4096,2832
76836,4096,3533
60488,4096,2824
76596,4096,3523
36268,2048,1885
71556,4096,3290
80600,4096,3750
36436,2048,1919
71708,4096,3309
67504,4096,3051
36244,2048,1870
79600,4096,3680
60520,4096,2824
27208,2048,1413
76372,4096,3487
36376,2048,1909
36572,2048,1910
36152,2048,1868
80620,4096,3751
60416,4096,2804
60604,4096,2847
78992,4096,3673
36480,2048,1905
112856,8192,4718
80848,4096,3742
16136,1024,964
56404,4096,2594
35836,2048,1841
112888,8192,4693
26724,2048,1357
71812,4096,3316
56360,4096,2579
76572,4096,3491
36200,2048,1870
36300,2048,1867
80384,4096,3753
71396,4096,3276
32360,2048,1646
35864,2048,1857
79120,4096,3685
67764,4096,3092
36376,2048,1879
71512,4096,3314
60848,4096,2865
60556,4096,2825
36396,2048,1926
78768,4096,3628
60352,4096,2825
35884,2048,1855
36480,2048,1915
36104,2048,1875
71116,4096,3264
80676,4096,3755
76912,4096,3554
36812,2048,1940
80548,4096,3761
34484,2048,1768
80116,4096,3722
36276,2048,1888
36164,2048,1883
36304,2048,1888
36160,2048,1874
36392,2048,1903
60360,4096,2806
71244,4096,3268
71520,4096,3274
36296,2048,1881
80812,4096,3784
71636,4096,3306
35980,2048,1867
36444,2048,1899
