t,1,496,64,72
t,1,524,64,71
t,1,656,64,90
t,1,972,128,112
t,1,2332,256,203
t,1,536,64,73
t,1,340,32,65
t,1,540,64,79
t,1,1380,128,144
t,1,1620,128,162
t,1,1628,128,181
t,1,980,128,120
t,1,1560,128,156
t,1,676,64,94
t,1,636,64,89
t,1,576,64,82
t,1,492,64,75
t,1,1768,128,177
t,1,640,64,90
t,1,1464,128,152
t,1,776,64,105
t,1,1280,128,139
t,1,168,16,42
t,1,1436,128,155
t,1,804,64,106
t,1,256,32,48
t,1,1424,128,157
t,1,1160,128,131
t,1,2084,256,183
t,1,2148,256,192
t,1,1372,128,149
t,1,676,64,89
t,1,1200,128,127
t,1,2524,256,218
t,1,724,64,104
t,1,1232,128,142
t,1,1536,128,158
t,1,744,64,103
t,1,664,64,93
t,1,1232,128,131
t,1,764,64,101
t,1,692,64,96
t,1,1096,128,114
t,1,1160,128,134
t,1,2840,256,245
t,1,1176,128,129
t,1,2292,256,191
t,1,712,64,90
t,1,1740,128,188
t,1,472,64,71
t,1,320,32,63
t,1,596,64,83
t,1,540,64,74
t,1,880,64,114
t,1,2484,256,217
t,1,1188,128,143
t,1,468,64,68
t,1,1376,128,156
t,1,464,64,72
t,1,740,64,100
t,1,724,64,100
t,1,1144,128,126
t,1,244,32,48
t,1,1676,128,187
t,1,1320,128,145
t,1,1232,128,123
t,1,972,128,103
t,1,1056,128,117
t,1,708,64,95
t,1,632,64,88
t,1,768,64,100
t,1,1412,128,152
t,1,604,64,83
t,1,2208,256,196
t,1,980,64,124
t,1,600,64,80
t,1,1152,128,117
t,1,1152,128,137
t,1,1272,128,142
t,1,324,32,60
t,1,708,64,101
t,1,352,32,63
t,1,564,64,77
t,1,584,64,84
t,1,524,64,76
t,1,772,64,100
t,1,912,64,116
t,1,2052,256,188
t,1,1436,128,153
t,1,672,64,91
t,1,1240,128,139
t,1,1552,128,180
t,1,1636,128,185
t,1,1396,128,155
t,1,1060,128,121
t,1,1360,128,141
t,1,460,32,78
t,1,476,64,79
t,1,1012,128,107
t,1,1308,128,159
t,2,612,64,90
t,2,856,64,111
t,2,1256,128,151
t,2,972,128,108
t,2,3040,256,258
t,2,632,64,86
t,2,500,32,76
t,2,648,64,87
t,2,1024,128,122
t,2,1388,128,149
t,2,636,64,91
t,2,1428,128,174
t,2,360,32,60
t,2,1372,128,144
t,2,648,64,82
t,2,624,64,86
t,2,1084,128,127
t,2,1956,128,194
t,2,1136,128,124
t,2,700,64,94
t,2,1528,128,161
t,2,428,32,69
t,2,588,64,94
t,2,836,64,109
t,2,1036,128,113
t,2,344,32,58
t,2,512,64,75
t,2,752,64,92
t,2,588,64,80
t,2,1736,128,196
t,2,892,64,112
t,2,1440,128,165
t,2,1412,128,160
t,2,1456,128,155
t,2,1384,128,159
t,2,972,128,113
t,2,1020,128,109
t,2,1300,128,132
t,2,336,32,62
t,2,1524,128,165
t,2,1268,128,136
t,2,1592,128,163
t,2,1304,128,134
t,2,1276,128,131
t,2,1712,128,183
t,2,1292,128,132
t,2,600,64,86
t,2,528,64,70
t,2,732,64,98
t,2,1356,128,142
t,2,1208,128,124
t,2,2496,256,219
t,2,620,64,91
t,2,1072,128,110
t,2,868,64,105
t,2,500,32,89
t,2,344,32,69
t,2,1584,128,158
t,2,384,32,64
t,2,1432,128,137
t,2,1324,128,138
t,2,1324,128,145
t,2,1636,128,172
t,2,1448,128,151
t,2,624,64,88
t,2,716,64,99
t,2,520,64,68
t,2,192,16,43
t,2,964,64,133
t,2,1200,128,148
t,2,456,32,76
t,2,1252,128,135
t,2,712,64,101
t,2,488,64,73
t,2,620,64,84
t,2,1172,128,133
t,2,1148,128,136
t,2,876,64,109
t,2,896,64,111
t,2,608,64,83
t,2,684,64,89
t,2,712,64,96
t,2,1236,128,128
t,2,2368,256,208
t,2,580,64,80
t,2,2516,256,223
t,2,688,64,93
t,2,1012,128,110
t,2,1404,128,155
t,2,540,64,73
t,2,488,64,76
t,2,672,64,103
t,2,744,64,111
t,2,1568,128,161
t,2,448,32,75
t,2,1172,128,129
t,2,900,64,110
t,2,740,64,101
t,2,536,64,74
t,2,1636,128,170
t,3,1528,128,184
t,3,720,64,94
t,3,1324,128,139
t,3,336,32,65
t,3,876,64,104
t,3,612,64,82
t,3,660,64,91
t,3,1312,128,140
t,3,272,32,50
t,3,1312,128,143
t,3,748,64,87
t,3,1448,128,158
t,3,744,64,101
t,3,704,64,92
t,3,1324,128,147
t,3,1508,128,153
t,3,1160,128,129
t,3,1256,128,132
t,3,468,64,74
t,3,1120,128,123
t,3,2444,256,234
t,3,784,64,101
t,3,476,64,69
t,3,1480,128,148
t,3,1376,128,146
t,3,1276,128,131
t,3,3116,256,289
t,3,844,64,102
t,3,1156,128,132
t,3,616,64,84
t,3,1108,128,126
t,3,584,64,81
t,3,444,32,68
t,3,1176,128,133
t,3,752,64,90
t,3,672,64,88
t,3,1268,128,140
t,3,972,64,121
t,3,1256,128,126
t,3,240,32,47
t,3,988,64,125
t,3,952,64,120
t,3,752,64,97
t,3,1416,128,158
t,3,136,16,38
t,3,792,64,118
t,3,540,64,73
t,3,1212,128,131
t,3,2216,256,212
t,3,1152,128,114
t,3,1272,128,140
t,3,268,32,50
t,3,288,32,52
t,3,1288,128,133
t,3,976,128,102
t,3,636,64,89
t,3,560,64,74
t,3,768,64,102
t,3,1312,128,139
t,3,780,64,99
t,3,1044,128,118
t,3,1756,128,176
t,3,712,64,96
t,3,520,64,73
t,3,712,64,99
t,3,572,64,76
t,3,488,64,69
t,3,716,64,102
t,3,2220,256,196
t,3,1224,128,129
t,3,2340,256,203
t,3,684,64,92
t,3,724,64,99
t,3,1336,128,155
t,3,856,128,89
t,3,756,64,108
t,3,1448,128,146
t,3,596,64,78
t,3,644,64,84
t,3,1396,128,152
t,3,1744,128,198
t,3,2068,256,174
t,3,664,64,91
t,3,1312,128,134
t,3,624,64,85
t,3,744,64,91
t,3,656,64,91
t,3,1184,128,123
t,3,564,64,75
t,3,612,64,83
t,3,1388,128,147
t,3,436,32,72
t,3,1360,128,146
t,3,708,64,95
t,3,600,64,83
t,3,716,64,98
t,3,2124,256,182
t,3,1044,128,111
t,3,1140,128,122
t,3,1412,128,144
t,4,596,64,80
t,4,732,64,100
t,4,332,32,56
t,4,916,64,111
t,4,740,64,86
t,4,2468,256,210
t,4,720,64,98
t,4,1236,128,121
t,4,592,64,80
t,4,616,64,81
t,4,584,64,78
t,4,1108,128,122
t,4,716,64,101
t,4,696,64,95
t,4,1132,128,120
t,4,1056,128,113
t,4,1016,128,113
t,4,708,64,93
t,4,2952,256,243
t,4,640,64,95
t,4,1180,64,134
t,4,628,64,81
t,4,1140,128,123
t,4,1472,128,155
t,4,1020,128,104
t,4,624,64,78
t,4,600,64,78
t,4,2320,256,205
t,4,944,128,97
t,4,1448,128,156
t,4,328,32,57
t,4,340,32,57
t,4,920,128,105
t,4,1352,128,145
t,4,1528,128,154
t,4,512,64,76
t,4,2084,128,200
t,4,2572,256,241
t,4,600,64,85
t,4,796,64,110
t,4,752,64,97
t,4,628,64,92
t,4,1168,128,129
t,4,1240,128,122
t,4,2768,256,231
t,4,1352,128,144
t,4,692,64,95
t,4,532,64,74
t,4,436,32,68
t,4,1180,128,130
t,4,1136,128,125
t,4,1072,128,119
t,4,1684,128,154
t,4,1308,128,139
t,4,1120,128,129
t,4,800,64,108
t,4,384,64,54
t,4,616,64,79
t,4,952,64,111
t,4,1324,128,136
t,4,916,128,97
t,4,1908,128,187
t,4,1336,128,143
t,4,1520,128,160
t,4,712,64,96
t,4,688,64,93
t,4,748,64,99
t,4,684,64,86
t,4,840,64,109
t,4,560,64,74
t,4,1268,128,127
t,4,1480,128,166
t,4,1468,128,158
t,4,1020,128,116
t,4,768,64,98
t,4,852,64,107
t,4,524,32,77
t,4,696,64,92
t,4,584,64,79
t,4,584,64,79
t,4,764,64,92
t,4,728,64,95
t,4,2316,256,199
t,4,1004,128,105
t,4,1060,128,113
t,4,648,64,92
t,4,1484,128,165
t,4,336,32,65
t,4,644,64,100
t,4,584,64,78
t,4,616,64,85
t,4,1124,128,122
t,4,660,64,84
t,4,952,128,105
t,4,1284,128,131
t,4,900,64,105
t,4,700,64,92
t,4,408,32,66
t,4,628,64,86
t,4,684,64,94
t,5,1248,128,124
t,5,448,64,60
t,5,572,64,79
t,5,648,64,85
t,5,840,64,98
t,5,888,64,105
t,5,484,32,78
t,5,1048,128,108
t,5,812,64,97
t,5,1200,128,136
t,5,832,64,99
t,5,1404,128,143
t,5,568,64,73
t,5,600,64,78
t,5,704,64,96
t,5,484,32,80
t,5,756,64,93
t,5,968,128,104
t,5,3708,256,301
t,5,388,32,61
t,5,1172,128,124
t,5,1204,128,124
t,5,736,64,96
t,5,1904,256,163
t,5,1884,128,195
t,5,748,64,107
t,5,1336,128,154
t,5,232,32,43
t,5,420,64,57
t,5,460,64,62
t,5,764,64,94
t,5,1428,128,150
t,5,896,64,108
t,5,1416,128,143
t,5,520,64,66
t,5,672,64,89
t,5,628,64,84
t,5,1488,128,151
t,5,376,32,60
t,5,316,32,54
t,5,704,64,90
t,5,628,64,83
t,5,1000,128,102
t,5,2320,256,197
t,5,672,64,85
t,5,1200,128,119
t,5,1356,128,152
t,5,1396,128,141
t,5,1360,128,144
t,5,708,64,101
t,5,1060,128,112
t,5,620,64,82
t,5,2272,256,185
t,5,688,64,95
t,5,1368,128,141
t,5,960,64,110
t,5,600,64,80
t,5,1444,128,146
t,5,908,64,110
t,5,768,64,105
t,5,768,64,95
t,5,2240,256,196
t,5,1644,128,180
t,5,1912,128,204
t,5,816,64,106
t,5,632,64,84
t,5,964,64,139
t,5,2080,256,169
t,5,1012,128,106
t,5,364,32,66
t,5,748,64,101
t,5,328,32,54
t,5,576,64,80
t,5,1524,128,164
t,5,548,64,77
t,5,588,64,74
t,5,904,64,114
t,5,1216,128,129
t,5,2040,256,181
t,5,1680,128,174
t,5,432,32,80
t,5,744,64,98
t,5,452,32,69
t,5,868,64,120
t,5,1368,128,136
t,5,284,32,50
t,5,600,64,83
t,5,1464,128,156
t,5,460,32,68
t,5,824,64,101
t,5,500,64,65
t,5,1484,128,170
t,5,856,64,100
t,5,2308,256,199
t,5,724,64,104
t,5,1284,128,139
t,5,692,64,92
t,5,716,64,90
t,5,692,64,93
t,5,1096,128,133
t,6,1248,128,126
t,6,1388,128,149
t,6,1236,128,135
t,6,800,64,100
t,6,860,64,105
t,6,1356,128,133
t,6,420,32,65
t,6,752,64,105
t,6,652,64,85
t,6,532,64,72
t,6,188,16,38
t,6,1620,128,161
t,6,492,64,66
t,6,604,32,84
t,6,308,32,54
t,6,696,64,88
t,6,1080,128,128
