16108,1024,956
14300,1024,826
36304,2048,1900
36300,2048,1892
36988,2048,1934
60508,4096,2850
58776,4096,2684
80788,4096,3805
35456,2048,1818
71404,4096,3283
103932,8192,4266
36020,2048,1857
35424,2048,1817
76872,4096,3586
36332,2048,1883
27188,2048,1407
12064,1024,714
35424,2048,1819
36040,2048,1870
56720,4096,2606
72432,4096,3281
33656,2048,1700
36656,2048,1955
36224,2048,1879
35400,2048,1819
36072,2048,1870
71868,4096,3363
36620,2048,1915
36200,2048,1875
71552,4096,3301
56288,4096,2575
36224,2048,1886
60588,4096,2827
60464,4096,2832
35840,2048,1863
26340,2048,1342
27212,2048,1414
71644,4096,3305
60504,4096,2831
27196,2048,1399
79548,4096,3689
60352,4096,2838
56632,4096,2608
60500,4096,2821
80560,4096,3774
51244,4096,2346
36312,2048,1904
79932,4096,3713
36124,2048,1881
60104,4096,2786
59980,4096,2777
60188,4096,2812
79904,4096,3729
71492,4096,3285
76908,4096,3567
27648,2048,1474
36120,2048,1877
78048,4096,3592
35820,2048,1846
34576,2048,1773
23040,2048,1162
80700,4096,3794
6984,512,468
80244,4096,3760
60264,4096,2826
71608,4096,3300
36256,2048,1901
35384,2048,1808
27412,2048,1437
36400,2048,1911
76516,4096,3533
60472,4096,2841
27168,2048,1412
36284,2048,1898
71256,4096,3271
36504,2048,1920
36152,2048,1875
36148,2048,1887
76504,4096,3519
16016,1024,935
35704,2048,1866
34424,2048,1767
15956,1024,931
36360,2048,1904
34512,2048,1777
60484,4096,2838
36216,2048,1894
58908,4096,2734
78840,4096,3661
36440,2048,1903
27220,2048,1428
59896,4096,2783
34320,2048,1742
36240,2048,1908
51376,4096,2357
79924,4096,3682
76108,4096,3470
70848,4096,3257
36484,2048,1926
60788,4096,2862
